File-3 Mapping

1, 1
2, 2
4, 4
5, 5
8, 8
9, 9
10, 10
11, 11
__, 12
12, __
13, __
14, __
15, __
16, __
17, __
18, 13
19, __
__, 14
__, 15
20, __
21, __
22, __
23, __
24, __
25, __
26, __
28, __
29, __
30, __
31, 16
32, 20
33, 17
34, 17
35, 18
35, 19
36, __



